group_id,indiv_id,site_id,site_id_chinese,longitude,latitude,altitude,altitude_range,date_interval_bp,Time_plus,Time_minus,time_period,Subsistence,min_temp,max_temp,precip_jan,precip_jul,sex,pC,FXL,FBL,FHD,TXL,HXL,RXL,BI,CI,Measure
4,MDGM9,Miaodigou,河南陕县庙底沟,111.17,34.78,379,low,6000-4000,6000,4000,1,2,-5.395999908,31.83600044,7,123,0,0.05,436.4023282,432.6633166,,,,,,,Direct
4,MDGM85,Miaodigou,河南陕县庙底沟,111.17,34.78,379,low,6000-4000,6000,4000,1,2,-5.395999908,31.83600044,7,123,0,0.05,425.0404622,421.3582599,,,,,,,Direct
4,MDGM108,Miaodigou,河南陕县庙底沟,111.17,34.78,379,low,6000-4000,6000,4000,1,2,-5.395999908,31.83600044,7,123,0,0.05,441.6972477,437.9317615,,,,,,,Direct
4,MDGM37,Miaodigou,河南陕县庙底沟,111.17,34.78,379,low,6000-4000,6000,4000,1,2,-5.395999908,31.83600044,7,123,0,0.05,427.563398,423.868581,,,,,,,Direct
4,MDGM4,Miaodigou,河南陕县庙底沟,111.17,34.78,379,low,6000-4000,6000,4000,1,2,-5.395999908,31.83600044,7,123,0,0.05,419.1981132,415.5451226,,,,,,,Direct
4,MDGM126,Miaodigou,河南陕县庙底沟,111.17,34.78,379,low,6000-4000,6000,4000,1,2,-5.395999908,31.83600044,7,123,0,0.05,409.7641509,406.1583302,,,,,,,Direct
5,2013 M10,Wanggou,汪沟,113.24,34.49,362,low,6000-5000,6000,5000,1,2,-5.177000046,30.22900009,7,158,0,0.05,452,448.183,47.94,,,,,,Direct
5,2013 M19,Wanggou,汪沟,113.24,34.49,362,low,6000-5000,6000,5000,1,2,-5.177000046,30.22900009,7,158,0,0.05,493,488.978,49.06,,,,,,Direct
5,2013 M28,Wanggou,汪沟,113.24,34.49,362,low,6000-5000,6000,5000,1,2,-5.177000046,30.22900009,7,158,0,0.05,451,447.188,46.57,,,,,,Direct
5,2013 M32,Wanggou,汪沟,113.24,34.49,362,low,6000-5000,6000,5000,1,2,-5.177000046,30.22900009,7,158,0,0.05,453,449.178,48.5,,,,,,Direct
5,2013 M36,Wanggou,汪沟,113.24,34.49,362,low,6000-5000,6000,5000,1,2,-5.177000046,30.22900009,7,158,0,0.05,426,422.313,40.45,,,,,,Direct
5,2013 M4,Wanggou,汪沟,113.24,34.49,362,low,6000-5000,6000,5000,1,2,-5.177000046,30.22900009,7,158,0,0.05,494,489.973,,,,,,,Direct
5,2013 M40,Wanggou,汪沟,113.24,34.49,362,low,6000-5000,6000,5000,1,2,-5.177000046,30.22900009,7,158,0,0.05,420,416.343,47.04,,,,,,Direct
5,2013 M46,Wanggou,汪沟,113.24,34.49,362,low,6000-5000,6000,5000,1,2,-5.177000046,30.22900009,7,158,0,0.05,464,460.123,49.57,,,,,,Direct
5,2013 M50,Wanggou,汪沟,113.24,34.49,362,low,6000-5000,6000,5000,1,2,-5.177000046,30.22900009,7,158,0,0.05,429,425.298,47.68,,,,,,Direct
5,2013 M59east,Wanggou,汪沟,113.24,34.49,362,low,6000-5000,6000,5000,1,2,-5.177000046,30.22900009,7,158,0,0.05,419,415.348,,,,,,,Direct
5,2013 M66,Wanggou,汪沟,113.24,34.49,362,low,6000-5000,6000,5000,1,2,-5.177000046,30.22900009,7,158,0,0.05,452,448.183,48.695,,,,,,Direct
5,2014 M116,Wanggou,汪沟,113.24,34.49,362,low,6000-5000,6000,5000,1,2,-5.177000046,30.22900009,7,158,0,0.05,446,442.213,50.04,,,,,,Direct
5,2014 M121,Wanggou,汪沟,113.24,34.49,362,low,6000-5000,6000,5000,1,2,-5.177000046,30.22900009,7,158,0,0.05,466,462.113,46.6,,,,,,Direct
5,2014 M88,Wanggou,汪沟,113.24,34.49,362,low,6000-5000,6000,5000,1,2,-5.177000046,30.22900009,7,158,0,0.05,485,481.018,48.73,,,,,,Direct
5,2014 M91,Wanggou,汪沟,113.24,34.49,362,low,6000-5000,6000,5000,1,2,-5.177000046,30.22900009,7,158,0,0.05,443.5,439.7255,45.275,,,,,,Direct
5,2014 M94,Wanggou,汪沟,113.24,34.49,362,low,6000-5000,6000,5000,1,2,-5.177000046,30.22900009,7,158,0,0.05,493.5,489.4755,,,,,,,Direct
5,2015ⅡM1,Wanggou,汪沟,113.24,34.49,362,low,6000-5000,6000,5000,1,2,-5.177000046,30.22900009,7,158,0,0.05,422,418.333,,,,,,,Direct
5,2015 G⑭,Wanggou,汪沟,113.24,34.49,362,low,6000-5000,6000,5000,1,2,-5.177000046,30.22900009,7,158,0,0.05,406.5,402.9105,43.57,,,,,,Direct
